pid,label,order,layout,collection,thumbnail,full,題名,書名,所蔵機関,請求記号,画工名,和暦年月日,版元名,版元住所,判,形態,彩色,検印状況,主題,細目,その他書誌事項,manifest,人名,検印,その他固有件名,彫師,地名
0205,銭沢山道楽寺難病除御祈祷和讃,0205,nishikie_item,qatar,"/img/derivatives/iiif/images/0205_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0205_001/full/1140,/0/default.jpg",銭沢山道楽寺難病除御祈祷和讃,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(28),なし,（安政５年）(18580550550),,,大判,竪絵 １枚,錦絵,なし,疾病（衛生）／コレラ,風刺画,,/img/derivatives/iiif/0205/manifest.json,,,,,
0206,（笑ひ上戸おこりなき三人問答）,0206,nishikie_item,qatar,"/img/derivatives/iiif/images/0206_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0206_001/full/1140,/0/default.jpg",（笑ひ上戸おこりなき三人問答）,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(29),梅の家梅英,（明治元年）(18680550550),,,大判,竪絵 １枚,錦絵,なし,戊辰戦争,風刺画,応需正情堂遊人誌として三人問答あり、笑ひ上戸、長州、おこり、徳川慶喜、なき、一般人、これは大阪のもの、梅英（うめひで）は芳梅の弟子,/img/derivatives/iiif/0206/manifest.json,正情堂遊人/梅英/芳梅,,,,
0207,一千度の金銭,0207,nishikie_item,qatar,"/img/derivatives/iiif/images/0207_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0207_001/full/1140,/0/default.jpg",一千度の金銭,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(30),なし,慶応２年カ(18660550551),,,大判,竪絵 １枚,錦絵,なし,,風刺画,「いちどのきんせん」、ねだんのあがっているもので、人物を描いている、一の字つなぎの紋あり、徳川慶喜の宗家相続直後か？,/img/derivatives/iiif/0207/manifest.json,,,,,
0208,（おにむすめ）,0208,nishikie_item,qatar,"/img/derivatives/iiif/images/0208_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0208_001/full/1140,/0/default.jpg",（おにむすめ）,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(31),一光斎筆,慶応３年２月(18670020550),上村与兵衛,,大判,竪絵 １枚,錦絵,あり,怪異／怪談,肖像画,美女夜行、月影に見ると古猫に見え、子供を捕へ喰ふという風説,/img/derivatives/iiif/0208/manifest.json,,卯二改,,,
0209,（四谷新宿正受院脱衣婆に諸人祈願の図）,0209,nishikie_item,qatar,"/img/derivatives/iiif/images/0209_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0209_001/full/1140,/0/default.jpg",（四谷新宿正受院脱衣婆に諸人祈願の図）,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(32),一勇斎国芳戯画印,嘉永２年カ(18490550551),辻岡屋文助,,大判,竪絵 １枚,錦絵,あり,文明開化／仏教,,武江年表に「嘉永２年…今年より四谷新宿後正受院安置の奪衣婆の像へ諸願をかくる事おこなはれ、日毎に参詣群集し百度参等をなす」とあり,/img/derivatives/iiif/0209/manifest.json,,福/村松,奪衣婆,,
0210,（翁奪衣婆首引の図）,0210,nishikie_item,qatar,"/img/derivatives/iiif/images/0210_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0210_001/full/1140,/0/default.jpg",（翁奪衣婆首引の図）,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(33),一勇斎国芳戯画印,嘉永２年カ(18490550551),玉屋惣助（玉惣）,,大判,横絵 １枚,錦絵,あり,文明開化／仏教,,,/img/derivatives/iiif/0210/manifest.json,,米良/村田,奪衣婆,,
0211,（奪衣婆三味線太鼓に合せ舞うの図）,0211,nishikie_item,qatar,"/img/derivatives/iiif/images/0211_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0211_001/full/1140,/0/default.jpg",（奪衣婆三味線太鼓に合せ舞うの図）,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(34),一勇斎国芳戯画印,嘉永２年(18490550550),不明版元山形卜字印,,大判,竪絵 １枚,錦絵,紙が貼られており、みえず,文明開化／仏教,,,/img/derivatives/iiif/0211/manifest.json,,米良/？,奪衣婆,,
0212,流行御利生けん,0212,nishikie_item,qatar,"/img/derivatives/iiif/images/0212_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0212_001/full/1140,/0/default.jpg",流行御利生けん,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(35),道外一猛斎芳虎画,嘉永２年カ(18490550551),松本佐兵衛,,大判,竪絵 １枚,錦絵,あり,文明開化／仏教,,,/img/derivatives/iiif/0212/manifest.json,,米良/村田,拳/奪衣婆,,
0213,延寿安穏之見酔,0213,nishikie_item,qatar,"/img/derivatives/iiif/images/0213_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0213_001/full/1140,/0/default.jpg",延寿安穏之見酔,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(36),なし,文久３年４月カ(18630040551),,,大判,竪絵 １枚,錦絵,なし,尊皇攘夷,風刺画,「ゑんじゅあんおんのみゑひ」、詞書ありて、見南山安心寺の例像とあり,/img/derivatives/iiif/0213/manifest.json,,,生麦事件,,
0214,吉例兎の年礼噺,0214,nishikie_item,qatar,"/img/derivatives/iiif/images/0214_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0214_001/full/1140,/0/default.jpg",吉例兎の年礼噺,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(37),蓮池堂画作,明治５年１１月(18720110550),ゑかつ（古賀屋勝五郎）,,大判,竪絵 １枚,錦絵,あり,風俗,,,/img/derivatives/iiif/0214/manifest.json,,壬申十一,養兎流行,,
0215,丙午歳五月十六日土水性の人うけニ入,0215,nishikie_item,qatar,"/img/derivatives/iiif/images/0215_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0215_001/full/1140,/0/default.jpg",丙午歳五月十六日土水性の人うけニ入,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(38),豊国門人一寿斎国政画,（弘化３年）(18460550550),高野屋友右衛門（高友）,,大判,横絵 １枚,錦絵,あり,暦／有卦絵,,「土水の恵みをうけて藤の花」華月堂北雅印、丙午は弘化３年,/img/derivatives/iiif/0215/manifest.json,華月堂北雅,渡,,,
0216,丙午歳五月十六日土水性の人うけニ入,0216,nishikie_item,qatar,"/img/derivatives/iiif/images/0216_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0216_001/full/1140,/0/default.jpg",丙午歳五月十六日土水性の人うけニ入,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(39),春斎改一宝斎国盛画,（弘化３年）(18460550550),辻屋安兵衛（辻安）,,大判,竪絵 １枚,錦絵,あり,暦／有卦絵,,口上茶番あり,/img/derivatives/iiif/0216/manifest.json,,村松,,,
0217,諸色峠谷底下り,0217,nishikie_item,qatar,"/img/derivatives/iiif/images/0217_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0217_001/full/1140,/0/default.jpg",諸色峠谷底下り,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(40),楊州周延筆：画工橋本道義,明治１６年２月届(18830020550),福田熊二良,長谷川丁１９,大判,竪絵 ３枚続,錦絵,なし,激化事件／金融／物価,風刺画,「しょしきたうげたにそこくだり」,/img/derivatives/iiif/0217/manifest.json,,,,,
0218,東京開化名勝記雑司ヶ谷道山吹之井戸,0218,nishikie_item,qatar,"/img/derivatives/iiif/images/0218_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0218_001/full/1140,/0/default.jpg",東京開化名勝記雑司ヶ谷道山吹之井戸,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(41),惺々暁斎/孟斎,明治６年８月(18730080550),沢村板,,大判,竪絵 １枚,錦絵,あり,歴史画／風景画／名所図絵,風景画,,/img/derivatives/iiif/0218/manifest.json,太田道灌,酉八,山吹の井戸,彫銀,雑司谷
0219,東京家宝力競,0219,nishikie_item,qatar,"/img/derivatives/iiif/images/0219_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0219_001/full/1140,/0/default.jpg",東京家宝力競,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(42),応需周重筆印,明治７年カ(18740550551),,,大判,竪絵 ３枚続,錦絵,なし,商業／長者,,「とうけいかはうちからくらべ」、三谷のことばに「こいつハ一ばんしくぢった人も三谷だがいぶんのわりひ」とあり、明治７年か、池田屋対伊勢吉、高崎対木場鹿嶋、えひすや対田端屋、鹿嶋対鴻磯、中条対竹原、小津対柏屋、大六対丁吟、井善対三ツ井、田庄対石町大三、三谷対仙波、よしや対キイ（かつおぶし）、内町和泉屋対ての字、大丸対下谷板坂、蔵前中川対浅草のよしのや、青物町の田原や対日本ばし白木や,/img/derivatives/iiif/0219/manifest.json,三谷三九郎,,丁吟/三井/白木屋/大丸/松坂屋/池田屋/伊勢吉/高崎屋/鹿島屋,,
0220,うとふ物語鷺沼太郎越中立山にて地獄を見る図,0220,nishikie_item,qatar,"/img/derivatives/iiif/images/0220_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0220_001/full/1140,/0/default.jpg",うとふ物語鷺沼太郎越中立山にて地獄を見る図,維新前後諷刺画　四,東京大学史料編纂所,0380-17-4-(43),なし,幕末期(00000000000),,,大判,竪絵 １枚、但し３枚続きの右,錦絵,なし,講談／草子類,風景画,,/img/derivatives/iiif/0220/manifest.json,鷺沼太郎,,うとふ物語,,立山
0221,魁題百撰相　羽柴太閤豊臣秀吉公,0221,nishikie_item,qatar,"/img/derivatives/iiif/images/0221_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0221_001/full/1140,/0/default.jpg",魁題百撰相　羽柴太閤豊臣秀吉公,魁題百撰相,東京大学史料編纂所,0380-9-(1),一魁斎芳年筆印,明治元年９月(18680090550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,詞書　清流子華川述,/img/derivatives/iiif/0221/manifest.json,豊臣秀吉/清流子華川,辰九改,,,
0222,魁題百撰相　天海僧正,0222,nishikie_item,qatar,"/img/derivatives/iiif/images/0222_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0222_001/full/1140,/0/default.jpg",魁題百撰相　天海僧正,魁題百撰相,東京大学史料編纂所,0380-9-(2),一魁斎芳年筆,明治元年１２月(18680120550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,詞書　雲峰山人筆記,/img/derivatives/iiif/0222/manifest.json,天海/雲峰山人,辰十二改,,,
0223,魁題百撰相　大塔宮,0223,nishikie_item,qatar,"/img/derivatives/iiif/images/0223_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0223_001/full/1140,/0/default.jpg",魁題百撰相　大塔宮,魁題百撰相,東京大学史料編纂所,0380-9-(3),一魁斎芳年筆,明治元年１０月(18680100550),大橋,,大判,竪絵 １枚,錦絵,あり,戊辰戦争／歴史画,肖像画,詞書　雲峰山人筆記　輪王寺宮を寓意,/img/derivatives/iiif/0223/manifest.json,雲峰山人/大塔宮/輪王寺宮,辰十改,,,
0224,魁題百撰相　秀頼公北之方,0224,nishikie_item,qatar,"/img/derivatives/iiif/images/0224_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0224_001/full/1140,/0/default.jpg",魁題百撰相　秀頼公北之方,魁題百撰相,東京大学史料編纂所,0380-9-(4),一魁斎芳年筆印,明治元年９月(18680090550),大橋,,大判,竪絵 １枚,錦絵,あり,戊辰戦争／歴史画,肖像画,雲峰山人筆記　和宮を寓意,/img/derivatives/iiif/0224/manifest.json,雲峰山人/淀君/和宮,辰九改,,,
0225,魁題百撰相　足利義輝公,0225,nishikie_item,qatar,"/img/derivatives/iiif/images/0225_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0225_001/full/1140,/0/default.jpg",魁題百撰相　足利義輝公,魁題百撰相,東京大学史料編纂所,0380-9-(5),一魁斎芳年筆印,明治元年９月(18680090550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,義輝とあるも、詞書は１５代義昭のもの、詞書はかつしか畑もり誌,/img/derivatives/iiif/0225/manifest.json,足利義昭/葛飾畑守,辰九改,,,
0226,魁題百撰相　比田帯刀,0226,nishikie_item,qatar,"/img/derivatives/iiif/images/0226_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0226_001/full/1140,/0/default.jpg",魁題百撰相　比田帯刀,魁題百撰相,東京大学史料編纂所,0380-9-(6),一魁斎芳年筆印,明治元年９月カ(18680090551),,,大判,竪絵 １枚,錦絵,なし,歴史画,肖像画,比田は明智の臣、雲峰散人筆記、裏切者,/img/derivatives/iiif/0226/manifest.json,比田帯刀/雲峰散人,,,,
0227,魁題百撰相　片桐東市正且元,0227,nishikie_item,qatar,"/img/derivatives/iiif/images/0227_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0227_001/full/1140,/0/default.jpg",魁題百撰相　片桐東市正且元,魁題百撰相,東京大学史料編纂所,0380-9-(7),一魁斎芳年筆印,明治元年１０月(18680100550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,雲峰散人筆記,/img/derivatives/iiif/0227/manifest.json,雲峰散人/片桐且元,辰十改,,,
0228,魁題百撰相　上杉輝虎入道謙信,0228,nishikie_item,qatar,"/img/derivatives/iiif/images/0228_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0228_001/full/1140,/0/default.jpg",魁題百撰相　上杉輝虎入道謙信,魁題百撰相,東京大学史料編纂所,0380-9-(8),一魁斎芳年筆印,明治元年８月(18680080550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,雲峰散人筆記,/img/derivatives/iiif/0228/manifest.json,雲峰散人/上杉謙信,辰八改,,,
0229,魁題百撰相　片倉小十郎宗貞,0229,nishikie_item,qatar,"/img/derivatives/iiif/images/0229_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0229_001/full/1140,/0/default.jpg",魁題百撰相　片倉小十郎宗貞,魁題百撰相,東京大学史料編纂所,0380-9-(9),一魁斎芳年筆,明治元年１１月(18680110550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,雲峰散人筆記,/img/derivatives/iiif/0229/manifest.json,雲峰散人/片桐小十郎,辰十一改,,,
0230,魁題百撰相　会津黄門景勝,0230,nishikie_item,qatar,"/img/derivatives/iiif/images/0230_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0230_001/full/1140,/0/default.jpg",魁題百撰相　会津黄門景勝,魁題百撰相,東京大学史料編纂所,0380-9-(10),一魁斎芳年筆,明治元年８月(18680080550),大橋,,大判,竪絵 １枚,錦絵,あり,,肖像画,雲峰散人筆記、松平容保を寓意,/img/derivatives/iiif/0230/manifest.json,松平容保/雲峰散人/上杉景勝,辰八改,,,
0231,魁題百撰相　伊達少将政宗,0231,nishikie_item,qatar,"/img/derivatives/iiif/images/0231_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0231_001/full/1140,/0/default.jpg",魁題百撰相　伊達少将政宗,魁題百撰相,東京大学史料編纂所,0380-9-(11),一魁斎芳年筆,明治元年８月(18680080550),大橋,,大判,竪絵 １枚,錦絵,あり,,肖像画,雲峰散人筆記、仙台藩を寓意,/img/derivatives/iiif/0231/manifest.json,雲峰散人/伊達政宗,辰八改,,,
0232,魁題百撰相　金吾中納言秀秋,0232,nishikie_item,qatar,"/img/derivatives/iiif/images/0232_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0232_001/full/1140,/0/default.jpg",魁題百撰相　金吾中納言秀秋,魁題百撰相,東京大学史料編纂所,0380-9-(12),一魁斎芳年筆,明治元年11月(18680110550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,雲峰散人筆記、裏切者,/img/derivatives/iiif/0232/manifest.json,雲峰散人/小早川秀秋,辰十一改,,,
0233,魁題百撰相　塙団右衛門,0233,nishikie_item,qatar,"/img/derivatives/iiif/images/0233_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0233_001/full/1140,/0/default.jpg",魁題百撰相　塙団右衛門,魁題百撰相,東京大学史料編纂所,0380-9-(13),一魁斎芳年印,明治元年９月(18680090550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,雲峰山人筆記、富士山の旗指物と洋式軍艦あり,/img/derivatives/iiif/0233/manifest.json,雲峰山人/塙団右衛門,辰九改,,,
0234,魁題百撰相　木村長門守重成,0234,nishikie_item,qatar,"/img/derivatives/iiif/images/0234_001/full/250,/0/default.jpg","/img/derivatives/iiif/images/0234_001/full/1140,/0/default.jpg",魁題百撰相　木村長門守重成,魁題百撰相,東京大学史料編纂所,0380-9-(14),一魁斎芳年筆,明治元年９月(18680090550),大橋,,大判,竪絵 １枚,錦絵,あり,歴史画,肖像画,雲峰散人筆記,/img/derivatives/iiif/0234/manifest.json,雲峰散人/木村重成,辰九改,,,
